"EvroMedia Argument Black", 3,028 грн, 6", E-ink, Rockchip RK3026, 8 Gb, MicroSD (до 32Gb), дані відсутні, Wi-Fi, MicroUSB, Wi-Fi, Android 4.2.2, Колір – чорний, Li-pol, 2100 мАч, 160x 118 x 9 мм, 180 грам, E:/Python/Projects/Project/img/EvroMedia Argument Black.jpg
"PocketBook 614 Basic 3 (PB614-2-E-CIS) Black", 2,140 грн, 6″, E-ink Pearl, Boxchip A13 (1 ГГц), 4 Gb, MicroSD (до 32Gb), 256 МB, Словник, MicroUSB, Нема, Linux, Колір – чорний, Li-Ion, 1300 мАч, 174.4 х 114.6 х 8.3 мм, 188 г, Кабель Micro USB, E:/Python/Projects/Project/img/PocketBook 614 Basic 3 (PB614-2-E-CIS) Black.jpg
"PocketBook 614 Basic 3 White", 2,238 грн, 6", E-ink Pearl, Boxchip A13 (1 ГГц), 4 Gb, MicroSD (до 32Gb), 256 МB, Словник, MicroUSB, Нема, Linux, Колір – білий, Li-Ion, 1300 мАч, 174.4 х 114.6 х 8.3 мм, 188 г, Кабель Micro USB, E:/Python/Projects/Project/img/PocketBook 614 Basic 3 White.jpg
"PocketBook 616 Basic Lux 2 Black", 2,836 грн, 6", 1024×768, 16 градацій сірого, E Ink Carta, 1 ГГц, 8 Gb, MicroSD (до 32Gb), 256 МB, Перегляд фотографій, Словник, MicroUSB, Нема, Колір – чорний, 155 грам, E:/Python/Projects/Project/img/PocketBook 616 Basic Lux 2 Black.jpg
"PocketBook 616 Lux Matte Silver", 2,855 грн, 6", 1024х758, E Ink Carta, 1 ГГц, 8 Gb, MicroSD (до 32Gb), 256 МB, Перегляд фотографій, Словник, MicroUSB, Нема, Колір – сріблястий, 155 грам, E:/Python/Projects/Project/img/PocketBook 616 Lux Matte Silver.jpg
"PocketBook 627 Touch Lux 4 Black", 3,344 грн, 6", 1024×768, 16 градацій сірого, E Ink Carta, 1 ГГц, 8 Gb, MicroSD (до 32Gb), 512 Мб, Браузер, Перегляд фотографій, Словник, MicroUSB, Wi-Fi, Колір – чорний, Li-Pol, 1500 mAh, 155 грам, E:/Python/Projects/Project/img/PocketBook 627 Touch Lux 4 Black.jpg
"PocketBook 627 Touch Lux 4 Emerald", 3,323 грн, 6", 1024×768, 16 градацій сірого, E Ink Carta, 1 ГГц, 8 Gb, MicroSD (до 32Gb), 512 Мб, Браузер, Перегляд фотографій, Словник, MicroUSB, Wi-Fi, Колір – зелений, Li-Pol, 1500 mAh, 155 грам, E:/Python/Projects/Project/img/PocketBook 627 Touch Lux 4 Emerald.jpg
"PocketBook 627 Touch Lux 4 Matte Gold", 3,884 грн, Электронная книга PocketBook 627 Touch Lux 4 LE Matte Gold (PB627-G-GE-CIS); 6″ (1024х758) E-Ink Carta, с подсветкой, ОЗУ 512 МБ, 8 ГБ встроенная + microSD до 32 ГБ, 1500 мАч, 161.3 х 108 х 8 мм, 155 г, золотистый, E:/Python/Projects/Project/img/PocketBook 627 Touch Lux 4 Matte Gold.jpg
"PocketBook 627 Touch Lux 4 Matte Silver", 3,344 грн, 6", 1024×768, 16 градацій сірого, E Ink Carta, 1 ГГц, 8 Gb, MicroSD (до 32Gb), 512 Мб, Браузер, Перегляд фотографій, Словник, MicroUSB, Wi-Fi, Колір – сріблястий, Li-Pol, 1500 mAh, 155 грам, E:/Python/Projects/Project/img/PocketBook 627 Touch Lux 4 Matte Silver.jpg
"PocketBook 632 Touch HD 3 Spicy Copper", 4,245 грн, 6", 1072 × 1448, E Ink Carta, Dual core (2×1 Ггц), 16 Gb, Нема, 512 Мб, Браузер, Перегляд фотографій, Словник, MicroUSB, Wi-Fi, Linux, Колір – бронзовий, Li-Pol, 1500 mAh, 155 грам, E:/Python/Projects/Project/img/PocketBook 632 Touch HD 3 Spicy Copper.jpg
"PocketBook InkPad 3 Dark Brown", 6,303 грн, 7,8" (1404 × 1872), E Ink Carta, Dual core (2×1 Ггц), 8 Gb, MicroSD (до 32Gb), 1 GB, Браузер, Перегляд фотографій, Словник, MicroUSB, Wi-Fi, Колір – коричневий, Li-Pol, 1900 mAh, 210 грам, E:/Python/Projects/Project/img/PocketBook InkPad 3 Dark Brown.jpg
"Електронна книга AirBook City Base", 2,046 грн, 6", E-ink Pearl, 4 Gb, MicroSD (до 32Gb), 128 МB, Програвання музики MP3, Перегляд фотографій, Audio-Out 3.5mm, MicroUSB, Нема, Колір – сірий, 1500мА/г, 164х116х8.6 мм, 160 грам, E:/Python/Projects/Project/img/Електронна книга AirBook City Base.jpg
"Електронна книга AirBook City LED", 2,634 грн, 6", E-ink, 4 Gb, MicroSD (до 32Gb), 128 МB, Програвання музики MP3, Перегляд фотографій, MicroUSB, Нема, Колір – білий, Li-Pol, 1500 mAh, 164 x 116 x 8.6 мм, 160 грам, E:/Python/Projects/Project/img/Електронна книга AirBook City LED.jpg
"Електронна книга EvroMedia Cambridge", 2,578 грн, 6", 800×600, 16 градацій сірого, сенсорний, E-ink Plus, Rockchip 2818 (600MHz), 8 Gb, MicroSD (до 32Gb), дані відсутні, Перегляд фотографій, MiniUSB, Нема, Linux, Колір – чорний, Li-Pol, 1500 mAh, 163.5 x 115.8 x 8 мм, 180 грам, E:/Python/Projects/Project/img/Електронна книга EvroMedia Cambridge.jpg
"Електронна книга EvroMedia ONE", 2,224 грн, 6", E-ink Plus, Rockchip 2818 (600MHz), 8 Gb, MicroSD (до 32Gb), дані відсутні, Перегляд фотографій, MiniUSB, Нема, Linux, Колір – чорний, Li-Pol, 1500 mAh, 163.5 x 115.8 x 8 мм, 180 грам, E:/Python/Projects/Project/img/Електронна книга EvroMedia ONE.jpg
